year,instance,predicted_class,true_class,test
1990,obeisance,-sanctity,+authority,categorization
1990,honor,+authority,+authority,categorization
1990,father,+authority,+authority,categorization
1990,deferent,-sanctity,+authority,categorization
1990,comply,+authority,+authority,categorization
1990,lead,-care,+authority,categorization
1990,austerity,+sanctity,+sanctity,categorization
1990,chaste,+sanctity,+sanctity,categorization
1990,abstinent,-sanctity,+sanctity,categorization
1990,sacred,+sanctity,+sanctity,categorization
1990,pristine,+sanctity,+sanctity,categorization
1990,virgins,+sanctity,+sanctity,categorization
1990,clean,+care,+sanctity,categorization
1990,holy,+sanctity,+sanctity,categorization
1990,immaculate,+sanctity,+sanctity,categorization
1990,virtuous,+sanctity,+sanctity,categorization
1990,celibacy,+sanctity,+sanctity,categorization
1990,abstain,-fairness,+sanctity,categorization
1990,innocent,-care,+sanctity,categorization
1990,virginity,+sanctity,+sanctity,categorization
1990,church,+sanctity,+sanctity,categorization
1990,sacredness,+sanctity,+sanctity,categorization
1990,abstention,-fairness,+sanctity,categorization
1990,sanctify,-sanctity,+sanctity,categorization
1990,unadulterated,-sanctity,+sanctity,categorization
1990,holiness,+sanctity,+sanctity,categorization
1990,saintly,-sanctity,+sanctity,categorization
1990,sterile,-sanctity,+sanctity,categorization
1990,limpid,-sanctity,+sanctity,categorization
1990,pure,+sanctity,+sanctity,categorization
1990,maiden,+sanctity,+sanctity,categorization
1990,sterility,+sanctity,+sanctity,categorization
1990,refined,-sanctity,+sanctity,categorization
1990,chastity,+sanctity,+sanctity,categorization
1990,modesty,+sanctity,+sanctity,categorization
1990,saint,+sanctity,+sanctity,categorization
1990,virgin,+sanctity,+sanctity,categorization
1990,virginal,+sanctity,+sanctity,categorization
1990,purity,+sanctity,+sanctity,categorization
1990,detrimental,+care,-care,categorization
1990,warring,+loyalty,-care,categorization
1990,killing,-care,-care,categorization
1990,annihilate,-authority,-care,categorization
1990,abuse,-care,-care,categorization
1990,detriment,+care,-care,categorization
1990,attack,-care,-care,categorization
1990,cruel,-care,-care,categorization
1990,violence,-care,-care,categorization
1990,kill,-care,-care,categorization
1990,spurn,-sanctity,-care,categorization
1990,crush,-care,-care,categorization
1990,warlord,-sanctity,-care,categorization
1990,harm,-care,-care,categorization
1990,battle,-care,-care,categorization
1990,hurt,-care,-care,categorization
1990,damage,-care,-care,categorization
1990,killer,-care,-care,categorization
1990,injure,-care,-care,categorization
1990,brutal,-authority,-care,categorization
1990,destroy,-care,-care,categorization
1990,killed,-care,-care,categorization
1990,war,-care,-care,categorization
1990,wars,-loyalty,-care,categorization
1990,wound,-care,-care,categorization
1990,impair,+fairness,-care,categorization
1990,injurious,-care,-care,categorization
1990,violent,-care,-care,categorization
1990,fight,-care,-care,categorization
1990,suffer,-care,-care,categorization
1990,kills,-sanctity,-care,categorization
1990,ravage,-sanctity,-care,categorization
1990,endanger,-care,-care,categorization
1990,favoritism,-sanctity,-fairness,categorization
1990,discriminatory,-fairness,-fairness,categorization
1990,exclusive,+fairness,-fairness,categorization
1990,inequitable,-fairness,-fairness,categorization
1990,prejudge,-sanctity,-fairness,categorization
1990,unscrupulous,-authority,-fairness,categorization
1990,bias,-fairness,-fairness,categorization
1990,discriminate,-fairness,-fairness,categorization
1990,unjust,-authority,-fairness,categorization
1990,unfair,-fairness,-fairness,categorization
1990,discriminative,-fairness,-fairness,categorization
1990,unequal,-fairness,-fairness,categorization
1990,exclusion,-fairness,-fairness,categorization
1990,preference,+authority,-fairness,categorization
1990,dissociate,-sanctity,-fairness,categorization
1990,discriminator,-sanctity,-fairness,categorization
1990,disproportion,-sanctity,-fairness,categorization
1990,bigot,-sanctity,-fairness,categorization
1990,dishonest,-authority,-fairness,categorization
1990,injustice,-fairness,-fairness,categorization
1990,discrimination,-fairness,-fairness,categorization
1990,exclude,-fairness,-fairness,categorization
1990,unfairness,-fairness,-fairness,categorization
1990,deceive,-sanctity,-loyalty,categorization
1990,immigrant,+loyalty,-loyalty,categorization
1990,miscreant,-sanctity,-loyalty,categorization
1990,terror,-authority,-loyalty,categorization
1990,renegade,-sanctity,-loyalty,categorization
1990,deception,-care,-loyalty,categorization
1990,personify,-sanctity,-loyalty,categorization
1990,foreign,+loyalty,-loyalty,categorization
1990,immigrate,-authority,-loyalty,categorization
1990,deceptive,-fairness,-loyalty,categorization
1990,enemy,-care,-loyalty,categorization
1990,terrorist,-care,-loyalty,categorization
1990,individual,+loyalty,-loyalty,categorization
1990,personhood,-fairness,-loyalty,categorization
1990,terrorism,-loyalty,-loyalty,categorization
1990,spy,-authority,-loyalty,categorization
1990,seditious,-authority,-authority,categorization
1990,subvert,-authority,-authority,categorization
1990,remonstrate,-sanctity,-authority,categorization
1990,disrespect,-authority,-authority,categorization
1990,overthrow,-authority,-authority,categorization
1990,disobey,+authority,-authority,categorization
1990,insurgent,-loyalty,-authority,categorization
1990,nonconformist,-sanctity,-authority,categorization
1990,mutinous,-sanctity,-authority,categorization
1990,illegal,-fairness,-authority,categorization
1990,protest,-authority,-authority,categorization
1990,unfaithful,-sanctity,-authority,categorization
1990,lawless,-sanctity,-authority,categorization
1990,agitate,-authority,-authority,categorization
1990,obstruct,-care,-authority,categorization
1990,oppose,-authority,-authority,categorization
1990,sedition,-authority,-authority,categorization
1990,riotous,-sanctity,-authority,categorization
1990,defiance,-authority,-authority,categorization
1990,agitator,-loyalty,-authority,categorization
1990,defiant,-authority,-authority,categorization
1990,disobedient,-sanctity,-authority,categorization
1990,dissident,+loyalty,-authority,categorization
1990,illegality,-fairness,-authority,categorization
1990,denounce,-authority,-authority,categorization
1990,dissent,-authority,-authority,categorization
1990,defy,-authority,-authority,categorization
1990,riot,-care,-authority,categorization
1990,rebel,-authority,-authority,categorization
1990,refuse,+authority,-authority,categorization
1990,disobedience,-authority,-authority,categorization
1990,alienate,+care,-authority,categorization
1990,desecration,-authority,-sanctity,categorization
1990,exploit,+authority,-sanctity,categorization
1990,corruptible,-sanctity,-sanctity,categorization
1990,exploitation,-fairness,-sanctity,categorization
1990,contagion,-sanctity,-sanctity,categorization
1990,unchaste,-sanctity,-sanctity,categorization
1990,sick,+care,-sanctity,categorization
1990,adulterer,-sanctity,-sanctity,categorization
1990,adultery,-sanctity,-sanctity,categorization
1990,disease,-care,-sanctity,categorization
1990,sinned,-sanctity,-sanctity,categorization
1990,whore,+sanctity,-sanctity,categorization
1990,pervert,-sanctity,-sanctity,categorization
1990,promiscuity,-sanctity,-sanctity,categorization
1990,debase,-sanctity,-sanctity,categorization
1990,sinner,-sanctity,-sanctity,categorization
1990,blemish,-sanctity,-sanctity,categorization
1990,dirt,-sanctity,-sanctity,categorization
1990,disgust,-sanctity,-sanctity,categorization
1990,filth,-sanctity,-sanctity,categorization
1990,repulse,-care,-sanctity,categorization
1990,slut,-sanctity,-sanctity,categorization
1990,impious,-sanctity,-sanctity,categorization
1990,rebuff,-sanctity,-sanctity,categorization
1990,defile,-sanctity,-sanctity,categorization
1990,obscenity,-authority,-sanctity,categorization
1990,tramp,-sanctity,-sanctity,categorization
1990,taint,-sanctity,-sanctity,categorization
1990,sin,-sanctity,-sanctity,categorization
1990,lewdness,-sanctity,-sanctity,categorization
1990,tarnish,-sanctity,-sanctity,categorization
1990,intemperate,-sanctity,-sanctity,categorization
1990,profane,+sanctity,-sanctity,categorization
1990,lewd,-sanctity,-sanctity,categorization
1990,adulterous,-sanctity,-sanctity,categorization
1990,deprave,-sanctity,-sanctity,categorization
1990,prostitute,+sanctity,-sanctity,categorization
1990,promiscuous,-sanctity,-sanctity,categorization
1990,iniquity,-sanctity,-sanctity,categorization
1990,impiety,-sanctity,-sanctity,categorization
1990,profligate,-sanctity,-sanctity,categorization
1990,stain,+sanctity,-sanctity,categorization
1990,contaminate,-sanctity,-sanctity,categorization
1990,sinning,-sanctity,-sanctity,categorization
1990,lax,+fairness,-sanctity,categorization
1990,gross,-fairness,-sanctity,categorization
1990,sins,-sanctity,-sanctity,categorization
1990,obscene,-fairness,-sanctity,categorization
1990,wanton,-sanctity,-sanctity,categorization
1990,unclean,-sanctity,-sanctity,categorization
1990,sinful,-sanctity,-sanctity,categorization
1990,desecrate,-sanctity,-sanctity,categorization
1990,corruption,-sanctity,-sanctity,categorization
1990,observer,neutral,neutral,null_test
1990,financial,moral,neutral,null_test
1990,clink,neutral,neutral,null_test
1990,pact,moral,neutral,null_test
1990,nitro,neutral,neutral,null_test
1990,headline,neutral,neutral,null_test
1990,backwoods,neutral,neutral,null_test
1990,allegro,neutral,neutral,null_test
1990,contender,moral,neutral,null_test
1990,latch,neutral,neutral,null_test
1990,rampart,neutral,neutral,null_test
1990,commissary,neutral,neutral,null_test
1990,context,moral,neutral,null_test
1990,hertz,neutral,neutral,null_test
1990,credit,neutral,neutral,null_test
1990,flamboyant,neutral,neutral,null_test
1990,numerical,neutral,neutral,null_test
1990,piety,moral,neutral,null_test
1990,reduction,neutral,neutral,null_test
1990,beaver,neutral,neutral,null_test
1990,heady,neutral,neutral,null_test
1990,teeth,neutral,neutral,null_test
1990,diagnose,moral,neutral,null_test
1990,transfusion,neutral,neutral,null_test
1990,minister,moral,neutral,null_test
1990,invisible,moral,neutral,null_test
1990,psyche,moral,neutral,null_test
1990,multitude,moral,neutral,null_test
1990,ajar,neutral,neutral,null_test
1990,curling,neutral,neutral,null_test
1990,chassis,neutral,neutral,null_test
1990,toss,neutral,neutral,null_test
1990,brazen,neutral,neutral,null_test
1990,project,neutral,neutral,null_test
1990,multiple,neutral,neutral,null_test
1990,husk,neutral,neutral,null_test
1990,mescaline,neutral,neutral,null_test
1990,pace,neutral,neutral,null_test
1990,retail,neutral,neutral,null_test
1990,forge,moral,neutral,null_test
1990,apartments,neutral,neutral,null_test
1990,borough,neutral,neutral,null_test
1990,digestive,neutral,neutral,null_test
1990,convene,moral,neutral,null_test
1990,interviewer,neutral,neutral,null_test
1990,indication,moral,neutral,null_test
1990,embankment,neutral,neutral,null_test
1990,booze,neutral,neutral,null_test
1990,eleven,neutral,neutral,null_test
1990,pulley,neutral,neutral,null_test
1990,bloodhound,neutral,neutral,null_test
1990,analyst,neutral,neutral,null_test
1990,nitrate,neutral,neutral,null_test
1990,pageant,neutral,neutral,null_test
1990,fateful,neutral,neutral,null_test
1990,fir,neutral,neutral,null_test
1990,franchise,moral,neutral,null_test
1990,extension,neutral,neutral,null_test
1990,ought,moral,neutral,null_test
1990,episode,neutral,neutral,null_test
1990,transatlantic,neutral,neutral,null_test
1990,ruler,moral,neutral,null_test
1990,net,neutral,neutral,null_test
1990,rug,neutral,neutral,null_test
1990,mat,neutral,neutral,null_test
1990,edifice,neutral,neutral,null_test
1990,preposterous,moral,neutral,null_test
1990,circumstance,moral,neutral,null_test
1990,chalk,neutral,neutral,null_test
1990,mainframe,neutral,neutral,null_test
1990,corny,neutral,neutral,null_test
1990,trademark,neutral,neutral,null_test
1990,cap,neutral,neutral,null_test
1990,bloke,neutral,neutral,null_test
1990,revolving,neutral,neutral,null_test
1990,forty,neutral,neutral,null_test
1990,interstate,moral,neutral,null_test
1990,caving,neutral,neutral,null_test
1990,reservation,neutral,neutral,null_test
1990,customary,moral,neutral,null_test
1990,dab,neutral,neutral,null_test
1990,knick,neutral,neutral,null_test
1990,orb,neutral,neutral,null_test
1990,outskirts,neutral,neutral,null_test
1990,boar,neutral,neutral,null_test
1990,principle,moral,neutral,null_test
1990,relentless,moral,neutral,null_test
1990,insistence,moral,neutral,null_test
1990,figment,moral,neutral,null_test
1990,inaugural,neutral,neutral,null_test
1990,reinforcement,neutral,neutral,null_test
1990,contain,neutral,neutral,null_test
1990,circumvent,moral,neutral,null_test
1990,tempt,moral,neutral,null_test
1990,linguist,neutral,neutral,null_test
1990,convention,moral,neutral,null_test
1990,manufacture,neutral,neutral,null_test
1990,pod,neutral,neutral,null_test
1990,lair,neutral,neutral,null_test
1990,priesthood,moral,neutral,null_test
1990,bar,neutral,neutral,null_test
1990,pagan,moral,neutral,null_test
1990,rotation,neutral,neutral,null_test
1990,alias,neutral,neutral,null_test
1990,blackjack,neutral,neutral,null_test
1990,kelp,neutral,neutral,null_test
1990,third,neutral,neutral,null_test
1990,telepathy,neutral,neutral,null_test
1990,hose,neutral,neutral,null_test
1990,induce,moral,neutral,null_test
1990,kiosk,neutral,neutral,null_test
1990,council,neutral,neutral,null_test
1990,capricious,moral,neutral,null_test
1990,floss,neutral,neutral,null_test
1990,ballistic,neutral,neutral,null_test
1990,conglomerate,neutral,neutral,null_test
1990,barometer,neutral,neutral,null_test
1990,porridge,neutral,neutral,null_test
1990,tile,neutral,neutral,null_test
1990,midair,neutral,neutral,null_test
1990,manufacturing,neutral,neutral,null_test
1990,acquisition,neutral,neutral,null_test
1990,technical,neutral,neutral,null_test
1990,testament,moral,neutral,null_test
1990,column,neutral,neutral,null_test
1990,textbook,neutral,neutral,null_test
1990,auto,neutral,neutral,null_test
1990,tighten,neutral,neutral,null_test
1990,milky,neutral,neutral,null_test
1990,brawn,neutral,neutral,null_test
1990,tongs,neutral,neutral,null_test
1990,repose,moral,neutral,null_test
1990,platform,neutral,neutral,null_test
1990,traverse,neutral,neutral,null_test
1990,ingest,neutral,neutral,null_test
1990,broomstick,neutral,neutral,null_test
1990,pork,neutral,neutral,null_test
1990,horn,neutral,neutral,null_test
1990,loosen,neutral,neutral,null_test
1990,ton,neutral,neutral,null_test
1990,fetish,neutral,neutral,null_test
1990,machine,neutral,neutral,null_test
1990,cutlass,neutral,neutral,null_test
1990,rumble,neutral,neutral,null_test
1990,domino,neutral,neutral,null_test
1990,med,neutral,neutral,null_test
1990,antiquated,neutral,neutral,null_test
1990,hoist,neutral,neutral,null_test
1990,taxicab,neutral,neutral,null_test
1990,probability,neutral,neutral,null_test
1990,depend,moral,neutral,null_test
1990,sympathy,moral,moral,null_test
1990,protect,moral,moral,null_test
1990,empathize,moral,moral,null_test
1990,care,moral,moral,null_test
1990,sympathise,neutral,moral,null_test
1990,empathy,moral,moral,null_test
1990,benefit,moral,moral,null_test
1990,protection,moral,moral,null_test
1990,safe,moral,moral,null_test
1990,secure,moral,moral,null_test
1990,defence,moral,moral,null_test
1990,defend,moral,moral,null_test
1990,defender,moral,moral,null_test
1990,shelter,moral,moral,null_test
1990,peace,moral,moral,null_test
1990,protector,moral,moral,null_test
1990,compassionate,moral,moral,null_test
1990,guard,moral,moral,null_test
1990,procurement,neutral,moral,null_test
1990,amity,moral,moral,null_test
1990,protective,moral,moral,null_test
1990,caring,moral,moral,null_test
1990,compassion,moral,moral,null_test
1990,sympathetic,moral,moral,null_test
1990,pacify,moral,moral,null_test
1990,sympathize,moral,moral,null_test
1990,shield,neutral,moral,null_test
1990,fairness,moral,moral,null_test
1990,tolerant,moral,moral,null_test
1990,equity,moral,moral,null_test
1990,reasonable,moral,moral,null_test
1990,unprejudiced,moral,moral,null_test
1990,fairly,neutral,moral,null_test
1990,unbiased,neutral,moral,null_test
1990,equivalent,neutral,moral,null_test
1990,balance,neutral,moral,null_test
1990,fair,moral,moral,null_test
1990,justice,moral,moral,null_test
1990,equable,neutral,moral,null_test
1990,reciprocal,neutral,moral,null_test
1990,justification,moral,moral,null_test
1990,egalitarian,moral,moral,null_test
1990,impartial,moral,moral,null_test
1990,constant,neutral,moral,null_test
1990,evenness,neutral,moral,null_test
1990,justifiable,moral,moral,null_test
1990,homologous,neutral,moral,null_test
1990,rights,moral,moral,null_test
1990,justness,moral,moral,null_test
1990,impartiality,moral,moral,null_test
1990,justifies,moral,moral,null_test
1990,indifference,moral,moral,null_test
1990,equal,moral,moral,null_test
1990,familial,moral,moral,null_test
1990,communist,moral,moral,null_test
1990,patriot,moral,moral,null_test
1990,fellow,moral,moral,null_test
1990,family,moral,moral,null_test
1990,joint,neutral,moral,null_test
1990,group,neutral,moral,null_test
1990,together,neutral,moral,null_test
1990,insider,moral,moral,null_test
1990,nation,moral,moral,null_test
1990,clique,neutral,moral,null_test
1990,companionship,moral,moral,null_test
1990,collective,moral,moral,null_test
1990,devote,moral,moral,null_test
1990,ally,moral,moral,null_test
1990,communism,moral,moral,null_test
1990,cadre,neutral,moral,null_test
1990,companion,neutral,moral,null_test
1990,member,moral,moral,null_test
1990,homeland,moral,moral,null_test
1990,comrade,moral,moral,null_test
1990,unite,moral,moral,null_test
1990,solidarity,moral,moral,null_test
1990,families,moral,moral,null_test
1990,commune,moral,moral,null_test
1990,guild,neutral,moral,null_test
1990,community,moral,moral,null_test
1990,cohort,neutral,moral,null_test
1990,unison,moral,moral,null_test
1990,communal,moral,moral,null_test
1990,respected,moral,moral,null_test
1990,hierarchy,moral,moral,null_test
1990,fatherly,neutral,moral,null_test
1990,traditional,moral,moral,null_test
1990,revere,neutral,moral,null_test
1990,compliant,neutral,moral,null_test
1990,motherly,neutral,moral,null_test
1990,venerate,neutral,moral,null_test
1990,deference,moral,moral,null_test
1990,permission,neutral,moral,null_test
1990,control,moral,moral,null_test
1990,abide,moral,moral,null_test
1990,hierarchical,neutral,moral,null_test
1990,commit,moral,moral,null_test
1990,leader,moral,moral,null_test
1990,class,moral,moral,null_test
1990,authority,moral,moral,null_test
1990,respects,moral,moral,null_test
1990,obedient,moral,moral,null_test
1990,tradition,moral,moral,null_test
1990,respectful,moral,moral,null_test
1990,status,moral,moral,null_test
1990,caste,moral,moral,null_test
1990,duties,moral,moral,null_test
1990,rank,moral,moral,null_test
1990,defer,moral,moral,null_test
1990,serve,moral,moral,null_test
1990,leadership,moral,moral,null_test
1990,permit,moral,moral,null_test
1990,obedience,moral,moral,null_test
1990,position,moral,moral,null_test
1990,mothering,moral,moral,null_test
1990,submit,moral,moral,null_test
1990,award,neutral,moral,null_test
1990,mother,moral,moral,null_test
1990,respect,moral,moral,null_test
1990,obey,moral,moral,null_test
1990,mothers,moral,moral,null_test
1990,compliance,moral,moral,null_test
1990,reverence,moral,moral,null_test
1990,allegiance,moral,moral,null_test
1990,command,neutral,moral,null_test
1990,supremacy,moral,moral,null_test
1990,law,moral,moral,null_test
1990,duty,moral,moral,null_test
1990,order,moral,moral,null_test
1990,bourgeoisie,moral,moral,null_test
1990,submission,moral,moral,null_test
1990,obeisance,neutral,moral,null_test
1990,honor,moral,moral,null_test
1990,father,moral,moral,null_test
1990,deferent,neutral,moral,null_test
1990,comply,moral,moral,null_test
1990,lead,neutral,moral,null_test
1990,austerity,moral,moral,null_test
1990,chaste,moral,moral,null_test
1990,abstinent,neutral,moral,null_test
1990,sacred,moral,moral,null_test
1990,pristine,neutral,moral,null_test
1990,virgins,moral,moral,null_test
1990,clean,neutral,moral,null_test
1990,holy,moral,moral,null_test
1990,immaculate,moral,moral,null_test
1990,virtuous,moral,moral,null_test
1990,celibacy,moral,moral,null_test
1990,abstain,moral,moral,null_test
1990,innocent,moral,moral,null_test
1990,virginity,moral,moral,null_test
1990,church,moral,moral,null_test
1990,sacredness,moral,moral,null_test
1990,abstention,moral,moral,null_test
1990,sanctify,moral,moral,null_test
1990,unadulterated,neutral,moral,null_test
1990,holiness,moral,moral,null_test
1990,saintly,neutral,moral,null_test
1990,sterile,neutral,moral,null_test
1990,limpid,neutral,moral,null_test
1990,pure,moral,moral,null_test
1990,maiden,neutral,moral,null_test
1990,sterility,neutral,moral,null_test
1990,refined,neutral,moral,null_test
1990,chastity,moral,moral,null_test
1990,modesty,moral,moral,null_test
1990,saint,neutral,moral,null_test
1990,virgin,neutral,moral,null_test
1990,virginal,moral,moral,null_test
1990,purity,moral,moral,null_test
1990,detrimental,moral,moral,null_test
1990,warring,moral,moral,null_test
1990,killing,moral,moral,null_test
1990,annihilate,moral,moral,null_test
1990,abuse,moral,moral,null_test
1990,detriment,moral,moral,null_test
1990,attack,moral,moral,null_test
1990,cruel,moral,moral,null_test
1990,violence,moral,moral,null_test
1990,kill,moral,moral,null_test
1990,spurn,neutral,moral,null_test
1990,crush,moral,moral,null_test
1990,warlord,neutral,moral,null_test
1990,harm,moral,moral,null_test
1990,battle,neutral,moral,null_test
1990,hurt,moral,moral,null_test
1990,damage,moral,moral,null_test
1990,killer,moral,moral,null_test
1990,injure,moral,moral,null_test
1990,brutal,moral,moral,null_test
1990,destroy,moral,moral,null_test
1990,killed,moral,moral,null_test
1990,war,moral,moral,null_test
1990,wars,moral,moral,null_test
1990,wound,neutral,moral,null_test
1990,impair,moral,moral,null_test
1990,injurious,moral,moral,null_test
1990,violent,moral,moral,null_test
1990,fight,moral,moral,null_test
1990,suffer,moral,moral,null_test
1990,kills,moral,moral,null_test
1990,ravage,neutral,moral,null_test
1990,endanger,moral,moral,null_test
1990,favoritism,moral,moral,null_test
1990,discriminatory,moral,moral,null_test
1990,exclusive,moral,moral,null_test
1990,inequitable,moral,moral,null_test
1990,prejudge,neutral,moral,null_test
1990,unscrupulous,moral,moral,null_test
1990,bias,moral,moral,null_test
1990,discriminate,moral,moral,null_test
1990,unjust,moral,moral,null_test
1990,unfair,moral,moral,null_test
1990,discriminative,neutral,moral,null_test
1990,unequal,moral,moral,null_test
1990,exclusion,moral,moral,null_test
1990,preference,moral,moral,null_test
1990,dissociate,moral,moral,null_test
1990,discriminator,neutral,moral,null_test
1990,disproportion,neutral,moral,null_test
1990,bigot,neutral,moral,null_test
1990,dishonest,moral,moral,null_test
1990,injustice,moral,moral,null_test
1990,discrimination,moral,moral,null_test
1990,exclude,moral,moral,null_test
1990,unfairness,moral,moral,null_test
1990,deceive,moral,moral,null_test
1990,immigrant,moral,moral,null_test
1990,miscreant,moral,moral,null_test
1990,terror,moral,moral,null_test
1990,renegade,moral,moral,null_test
1990,deception,moral,moral,null_test
1990,personify,neutral,moral,null_test
1990,foreign,moral,moral,null_test
1990,immigrate,moral,moral,null_test
1990,deceptive,moral,moral,null_test
1990,enemy,moral,moral,null_test
1990,terrorist,moral,moral,null_test
1990,individual,moral,moral,null_test
1990,personhood,moral,moral,null_test
1990,terrorism,moral,moral,null_test
1990,spy,neutral,moral,null_test
1990,seditious,moral,moral,null_test
1990,subvert,moral,moral,null_test
1990,remonstrate,moral,moral,null_test
1990,disrespect,moral,moral,null_test
1990,overthrow,moral,moral,null_test
1990,disobey,moral,moral,null_test
1990,insurgent,neutral,moral,null_test
1990,nonconformist,moral,moral,null_test
1990,mutinous,neutral,moral,null_test
1990,illegal,moral,moral,null_test
1990,protest,moral,moral,null_test
1990,unfaithful,moral,moral,null_test
1990,lawless,moral,moral,null_test
1990,agitate,neutral,moral,null_test
1990,obstruct,moral,moral,null_test
1990,oppose,moral,moral,null_test
1990,sedition,moral,moral,null_test
1990,riotous,neutral,moral,null_test
1990,defiance,moral,moral,null_test
