year,instance,predicted_class,true_class,test
1990,celibacy,+sanctity,+sanctity,categorization
1990,holiness,+sanctity,+sanctity,categorization
1990,chastity,+sanctity,+sanctity,categorization
1990,austerity,+sanctity,+sanctity,categorization
1990,maiden,+sanctity,+sanctity,categorization
1990,saint,+authority,+sanctity,categorization
1990,abstain,-sanctity,+sanctity,categorization
1990,sanctify,-sanctity,+sanctity,categorization
1990,virtuous,+sanctity,+sanctity,categorization
1990,virgins,+sanctity,+sanctity,categorization
1990,refined,+sanctity,+sanctity,categorization
1990,virgin,+sanctity,+sanctity,categorization
1990,clean,+care,+sanctity,categorization
1990,innocent,-care,+sanctity,categorization
1990,pure,+sanctity,+sanctity,categorization
1990,sacred,-sanctity,+sanctity,categorization
1990,modesty,+sanctity,+sanctity,categorization
1990,holy,+sanctity,+sanctity,categorization
1990,violence,-care,-care,categorization
1990,cruel,-care,-care,categorization
1990,destroy,-care,-care,categorization
1990,fight,-care,-care,categorization
1990,hurt,-care,-care,categorization
1990,kills,-care,-care,categorization
1990,battle,-care,-care,categorization
1990,crush,-care,-care,categorization
1990,suffer,-care,-care,categorization
1990,brutal,-authority,-care,categorization
1990,impair,-care,-care,categorization
1990,injurious,-care,-care,categorization
1990,violent,-care,-care,categorization
1990,injure,-care,-care,categorization
1990,harm,-care,-care,categorization
1990,war,-care,-care,categorization
1990,kill,-care,-care,categorization
1990,wars,-care,-care,categorization
1990,killed,-care,-care,categorization
1990,endanger,-care,-care,categorization
1990,detrimental,-care,-care,categorization
1990,abuse,-sanctity,-care,categorization
1990,attack,-care,-care,categorization
1990,wound,-sanctity,-care,categorization
1990,detriment,+loyalty,-care,categorization
1990,killing,-care,-care,categorization
1990,damage,-care,-care,categorization
1990,annihilate,-authority,-care,categorization
1990,discriminate,-fairness,-fairness,categorization
1990,discrimination,-fairness,-fairness,categorization
1990,preference,+authority,-fairness,categorization
1990,bias,-fairness,-fairness,categorization
1990,exclude,-fairness,-fairness,categorization
1990,unjust,-care,-fairness,categorization
1990,unfair,-fairness,-fairness,categorization
1990,exclusion,-fairness,-fairness,categorization
1990,injustice,-care,-fairness,categorization
1990,exclusive,+fairness,-fairness,categorization
1990,disproportion,-sanctity,-fairness,categorization
1990,unequal,-fairness,-fairness,categorization
1990,enemy,-care,-loyalty,categorization
1990,terror,-care,-loyalty,categorization
1990,spy,-authority,-loyalty,categorization
1990,deception,-care,-loyalty,categorization
1990,deceive,-sanctity,-loyalty,categorization
1990,individual,+loyalty,-loyalty,categorization
1990,foreign,+authority,-loyalty,categorization
1990,defy,-authority,-authority,categorization
1990,disobedient,+care,-authority,categorization
1990,dissent,+authority,-authority,categorization
1990,seditious,-sanctity,-authority,categorization
1990,sedition,-authority,-authority,categorization
1990,protest,-authority,-authority,categorization
1990,lawless,-sanctity,-authority,categorization
1990,illegal,-authority,-authority,categorization
1990,obstruct,-care,-authority,categorization
1990,oppose,-authority,-authority,categorization
1990,subvert,+authority,-authority,categorization
1990,defiance,+authority,-authority,categorization
1990,overthrow,-authority,-authority,categorization
1990,rebel,-authority,-authority,categorization
1990,refuse,+authority,-authority,categorization
1990,disobedience,-authority,-authority,categorization
1990,alienate,+care,-authority,categorization
1990,riot,-care,-authority,categorization
1990,whore,-sanctity,-sanctity,categorization
1990,sinful,-sanctity,-sanctity,categorization
1990,intemperate,-sanctity,-sanctity,categorization
1990,sick,+care,-sanctity,categorization
1990,gross,+sanctity,-sanctity,categorization
1990,impiety,-sanctity,-sanctity,categorization
1990,unclean,-sanctity,-sanctity,categorization
1990,defile,-sanctity,-sanctity,categorization
1990,stain,+sanctity,-sanctity,categorization
1990,disease,-care,-sanctity,categorization
1990,sins,-sanctity,-sanctity,categorization
1990,profligate,-sanctity,-sanctity,categorization
1990,sinner,-sanctity,-sanctity,categorization
1990,sin,-sanctity,-sanctity,categorization
1990,corruption,-sanctity,-sanctity,categorization
1990,impious,-sanctity,-sanctity,categorization
1990,dirt,-sanctity,-sanctity,categorization
1990,blemish,+sanctity,-sanctity,categorization
1990,promiscuous,-sanctity,-sanctity,categorization
1990,wanton,-care,-sanctity,categorization
1990,sinned,-sanctity,-sanctity,categorization
1990,adultery,-sanctity,-sanctity,categorization
1990,repulse,-care,-sanctity,categorization
1990,contagion,-sanctity,-sanctity,categorization
1990,pervert,+fairness,-sanctity,categorization
1990,profane,+sanctity,-sanctity,categorization
1990,iniquity,-sanctity,-sanctity,categorization
1990,disgust,-sanctity,-sanctity,categorization
1990,prostitute,-sanctity,-sanctity,categorization
1990,filth,-sanctity,-sanctity,categorization
1990,brazen,moral,neutral,null_test
1990,capricious,moral,neutral,null_test
1990,column,neutral,neutral,null_test
1990,indication,neutral,neutral,null_test
1990,retail,neutral,neutral,null_test
1990,rampart,neutral,neutral,null_test
1990,tempt,moral,neutral,null_test
1990,circumstance,moral,neutral,null_test
1990,third,moral,neutral,null_test
1990,multitude,moral,neutral,null_test
1990,convention,neutral,neutral,null_test
1990,rotation,neutral,neutral,null_test
1990,customary,neutral,neutral,null_test
1990,edifice,neutral,neutral,null_test
1990,extension,neutral,neutral,null_test
1990,induce,moral,neutral,null_test
1990,chalk,neutral,neutral,null_test
1990,forge,moral,neutral,null_test
1990,manufacture,neutral,neutral,null_test
1990,preposterous,neutral,neutral,null_test
1990,reduction,neutral,neutral,null_test
1990,barometer,neutral,neutral,null_test
1990,teeth,moral,neutral,null_test
1990,cap,neutral,neutral,null_test
1990,priesthood,moral,neutral,null_test
1990,acquisition,moral,neutral,null_test
1990,minister,moral,neutral,null_test
1990,nitrate,neutral,neutral,null_test
1990,ruler,neutral,neutral,null_test
1990,contain,neutral,neutral,null_test
1990,principle,neutral,neutral,null_test
1990,pork,moral,neutral,null_test
1990,repose,neutral,neutral,null_test
1990,manufacturing,neutral,neutral,null_test
1990,invisible,moral,neutral,null_test
1990,antiquated,neutral,neutral,null_test
1990,net,neutral,neutral,null_test
1990,ton,neutral,neutral,null_test
1990,credit,neutral,neutral,null_test
1990,project,moral,neutral,null_test
1990,council,neutral,neutral,null_test
1990,machine,neutral,neutral,null_test
1990,testament,neutral,neutral,null_test
1990,apartments,moral,neutral,null_test
1990,pagan,moral,neutral,null_test
1990,revolving,neutral,neutral,null_test
1990,observer,neutral,neutral,null_test
1990,reinforcement,moral,neutral,null_test
1990,boar,moral,neutral,null_test
1990,piety,moral,neutral,null_test
1990,borough,neutral,neutral,null_test
1990,horn,neutral,neutral,null_test
1990,forty,neutral,neutral,null_test
1990,platform,neutral,neutral,null_test
1990,ought,moral,neutral,null_test
1990,orb,neutral,neutral,null_test
1990,probability,neutral,neutral,null_test
1990,fir,neutral,neutral,null_test
1990,pace,neutral,neutral,null_test
1990,bar,neutral,neutral,null_test
1990,technical,neutral,neutral,null_test
1990,depend,neutral,neutral,null_test
1990,eleven,neutral,neutral,null_test
1990,traverse,neutral,neutral,null_test
1990,franchise,moral,neutral,null_test
1990,context,neutral,neutral,null_test
1990,beaver,neutral,neutral,null_test
1990,defend,moral,moral,null_test
1990,defence,moral,moral,null_test
1990,protector,moral,moral,null_test
1990,shelter,moral,moral,null_test
1990,amity,moral,moral,null_test
1990,peace,moral,moral,null_test
1990,protection,moral,moral,null_test
1990,safe,moral,moral,null_test
1990,guard,moral,moral,null_test
1990,protect,moral,moral,null_test
1990,benefit,moral,moral,null_test
1990,secure,moral,moral,null_test
1990,compassionate,neutral,moral,null_test
1990,shield,moral,moral,null_test
1990,care,moral,moral,null_test
1990,compassion,moral,moral,null_test
1990,sympathy,moral,moral,null_test
1990,defender,moral,moral,null_test
1990,justifiable,moral,moral,null_test
1990,equity,neutral,moral,null_test
1990,justification,moral,moral,null_test
1990,constant,moral,moral,null_test
1990,indifference,moral,moral,null_test
1990,fair,moral,moral,null_test
1990,impartial,moral,moral,null_test
1990,justness,moral,moral,null_test
1990,justice,moral,moral,null_test
1990,fairly,neutral,moral,null_test
1990,equal,neutral,moral,null_test
1990,rights,moral,moral,null_test
1990,reasonable,moral,moral,null_test
1990,justifies,moral,moral,null_test
1990,equivalent,neutral,moral,null_test
1990,impartiality,moral,moral,null_test
1990,reciprocal,neutral,moral,null_test
1990,balance,moral,moral,null_test
1990,group,moral,moral,null_test
1990,unison,moral,moral,null_test
1990,devote,moral,moral,null_test
1990,companion,neutral,moral,null_test
1990,families,moral,moral,null_test
1990,together,neutral,moral,null_test
1990,unite,moral,moral,null_test
1990,patriot,moral,moral,null_test
1990,community,moral,moral,null_test
1990,member,neutral,moral,null_test
1990,ally,moral,moral,null_test
1990,joint,neutral,moral,null_test
1990,family,moral,moral,null_test
1990,nation,moral,moral,null_test
1990,fellow,moral,moral,null_test
1990,collective,moral,moral,null_test
1990,reverence,moral,moral,null_test
1990,honor,moral,moral,null_test
1990,obedience,moral,moral,null_test
1990,law,moral,moral,null_test
1990,defer,moral,moral,null_test
1990,submit,moral,moral,null_test
1990,deference,moral,moral,null_test
1990,command,neutral,moral,null_test
1990,tradition,neutral,moral,null_test
1990,submission,moral,moral,null_test
1990,order,moral,moral,null_test
1990,lead,neutral,moral,null_test
1990,abide,moral,moral,null_test
1990,duty,moral,moral,null_test
1990,position,moral,moral,null_test
1990,obedient,moral,moral,null_test
1990,permit,moral,moral,null_test
1990,compliance,moral,moral,null_test
1990,leader,neutral,moral,null_test
1990,supremacy,moral,moral,null_test
1990,father,moral,moral,null_test
1990,respects,moral,moral,null_test
1990,authority,moral,moral,null_test
1990,award,neutral,moral,null_test
1990,mothers,moral,moral,null_test
1990,class,moral,moral,null_test
1990,rank,neutral,moral,null_test
1990,respected,moral,moral,null_test
1990,allegiance,moral,moral,null_test
1990,mother,moral,moral,null_test
1990,obey,moral,moral,null_test
1990,serve,neutral,moral,null_test
1990,permission,moral,moral,null_test
1990,hierarchy,neutral,moral,null_test
1990,commit,moral,moral,null_test
1990,respect,moral,moral,null_test
1990,control,moral,moral,null_test
1990,duties,moral,moral,null_test
1990,comply,moral,moral,null_test
1990,respectful,moral,moral,null_test
1990,purity,moral,moral,null_test
1990,church,neutral,moral,null_test
1990,chaste,moral,moral,null_test
1990,celibacy,moral,moral,null_test
1990,holiness,moral,moral,null_test
1990,chastity,moral,moral,null_test
1990,austerity,moral,moral,null_test
1990,maiden,neutral,moral,null_test
1990,saint,neutral,moral,null_test
1990,abstain,moral,moral,null_test
1990,sanctify,moral,moral,null_test
1990,virtuous,moral,moral,null_test
1990,virgins,moral,moral,null_test
1990,refined,neutral,moral,null_test
1990,virgin,moral,moral,null_test
1990,clean,moral,moral,null_test
1990,innocent,moral,moral,null_test
1990,pure,moral,moral,null_test
1990,sacred,moral,moral,null_test
1990,modesty,moral,moral,null_test
1990,holy,moral,moral,null_test
1990,violence,moral,moral,null_test
1990,cruel,moral,moral,null_test
1990,destroy,moral,moral,null_test
1990,fight,moral,moral,null_test
1990,hurt,moral,moral,null_test
1990,kills,moral,moral,null_test
1990,battle,moral,moral,null_test
1990,crush,moral,moral,null_test
1990,suffer,moral,moral,null_test
1990,brutal,moral,moral,null_test
1990,impair,moral,moral,null_test
1990,injurious,moral,moral,null_test
1990,violent,moral,moral,null_test
1990,injure,moral,moral,null_test
1990,harm,moral,moral,null_test
1990,war,moral,moral,null_test
1990,kill,moral,moral,null_test
1990,wars,moral,moral,null_test
1990,killed,moral,moral,null_test
1990,endanger,moral,moral,null_test
1990,detrimental,moral,moral,null_test
1990,abuse,moral,moral,null_test
1990,attack,moral,moral,null_test
1990,wound,moral,moral,null_test
1990,detriment,moral,moral,null_test
1990,killing,moral,moral,null_test
1990,damage,moral,moral,null_test
1990,annihilate,moral,moral,null_test
1990,discriminate,moral,moral,null_test
1990,discrimination,moral,moral,null_test
1990,preference,neutral,moral,null_test
1990,bias,neutral,moral,null_test
1990,exclude,moral,moral,null_test
1990,unjust,moral,moral,null_test
1990,unfair,moral,moral,null_test
1990,exclusion,moral,moral,null_test
1990,injustice,moral,moral,null_test
1990,exclusive,neutral,moral,null_test
1990,disproportion,neutral,moral,null_test
1990,unequal,moral,moral,null_test
1990,enemy,moral,moral,null_test
1990,terror,moral,moral,null_test
1990,spy,moral,moral,null_test
1990,deception,moral,moral,null_test
1990,deceive,moral,moral,null_test
1990,individual,moral,moral,null_test
1990,foreign,moral,moral,null_test
1990,defy,moral,moral,null_test
1990,disobedient,moral,moral,null_test
1990,dissent,moral,moral,null_test
1990,seditious,moral,moral,null_test
1990,sedition,moral,moral,null_test
1990,protest,moral,moral,null_test
1990,lawless,moral,moral,null_test
1990,illegal,moral,moral,null_test
1990,obstruct,moral,moral,null_test
1990,oppose,moral,moral,null_test
1990,subvert,neutral,moral,null_test
1990,defiance,moral,moral,null_test
1990,overthrow,moral,moral,null_test
1990,rebel,moral,moral,null_test
1990,refuse,moral,moral,null_test
1990,disobedience,moral,moral,null_test
1990,alienate,moral,moral,null_test
1990,riot,moral,moral,null_test
1990,whore,moral,moral,null_test
1990,sinful,moral,moral,null_test
1990,intemperate,moral,moral,null_test
1990,sick,moral,moral,null_test
1990,gross,neutral,moral,null_test
1990,impiety,moral,moral,null_test
1990,unclean,moral,moral,null_test
1990,defile,moral,moral,null_test
1990,stain,moral,moral,null_test
1990,disease,moral,moral,null_test
1990,sins,moral,moral,null_test
1990,profligate,neutral,moral,null_test
1990,sinner,moral,moral,null_test
1990,sin,moral,moral,null_test
1990,corruption,moral,moral,null_test
1990,impious,moral,moral,null_test
1990,dirt,moral,moral,null_test
1990,blemish,moral,moral,null_test
1990,promiscuous,moral,moral,null_test
1990,wanton,moral,moral,null_test
1990,sinned,neutral,moral,null_test
1990,adultery,moral,moral,null_test
1990,repulse,moral,moral,null_test
1990,contagion,moral,moral,null_test
1990,pervert,moral,moral,null_test
1990,profane,moral,moral,null_test
1990,iniquity,moral,moral,null_test
1990,disgust,moral,moral,null_test
1990,prostitute,moral,moral,null_test
1990,filth,neutral,moral,null_test
1990,defend,pos,pos,polarity
1990,defence,pos,pos,polarity
1990,protector,pos,pos,polarity
1990,shelter,pos,pos,polarity
1990,amity,pos,pos,polarity
1990,peace,pos,pos,polarity
1990,protection,pos,pos,polarity
1990,safe,pos,pos,polarity
1990,guard,pos,pos,polarity
1990,protect,pos,pos,polarity
1990,benefit,pos,pos,polarity
1990,secure,pos,pos,polarity
1990,compassionate,pos,pos,polarity
1990,shield,pos,pos,polarity
1990,care,pos,pos,polarity
1990,compassion,pos,pos,polarity
1990,sympathy,pos,pos,polarity
1990,defender,pos,pos,polarity
1990,justifiable,pos,pos,polarity
1990,equity,pos,pos,polarity
1990,justification,pos,pos,polarity
1990,constant,pos,pos,polarity
1990,indifference,neg,pos,polarity
1990,fair,pos,pos,polarity
1990,impartial,pos,pos,polarity
1990,justness,pos,pos,polarity
1990,justice,pos,pos,polarity
1990,fairly,pos,pos,polarity
1990,equal,pos,pos,polarity
1990,rights,pos,pos,polarity
1990,reasonable,pos,pos,polarity
1990,justifies,neg,pos,polarity
1990,equivalent,pos,pos,polarity
1990,impartiality,pos,pos,polarity
1990,reciprocal,pos,pos,polarity
1990,balance,pos,pos,polarity
1990,group,pos,pos,polarity
1990,unison,pos,pos,polarity
1990,devote,pos,pos,polarity
1990,companion,pos,pos,polarity
1990,families,pos,pos,polarity
1990,together,pos,pos,polarity
1990,unite,pos,pos,polarity
1990,patriot,neg,pos,polarity
1990,community,pos,pos,polarity
1990,member,pos,pos,polarity
1990,ally,neg,pos,polarity
1990,joint,pos,pos,polarity
1990,family,pos,pos,polarity
1990,nation,pos,pos,polarity
1990,fellow,pos,pos,polarity
1990,collective,pos,pos,polarity
1990,reverence,pos,pos,polarity
1990,honor,pos,pos,polarity
1990,obedience,pos,pos,polarity
1990,law,pos,pos,polarity
1990,defer,pos,pos,polarity
1990,submit,pos,pos,polarity
1990,deference,pos,pos,polarity
1990,command,pos,pos,polarity
1990,tradition,pos,pos,polarity
1990,submission,pos,pos,polarity
1990,order,pos,pos,polarity
1990,lead,neg,pos,polarity
1990,abide,pos,pos,polarity
1990,duty,pos,pos,polarity
1990,position,pos,pos,polarity
1990,obedient,pos,pos,polarity
1990,permit,pos,pos,polarity
1990,compliance,pos,pos,polarity
1990,leader,pos,pos,polarity
1990,supremacy,pos,pos,polarity
1990,father,pos,pos,polarity
1990,respects,pos,pos,polarity
1990,authority,pos,pos,polarity
1990,award,pos,pos,polarity
1990,mothers,pos,pos,polarity
1990,class,pos,pos,polarity
1990,rank,pos,pos,polarity
1990,respected,pos,pos,polarity
1990,allegiance,pos,pos,polarity
1990,mother,pos,pos,polarity
1990,obey,pos,pos,polarity
1990,serve,pos,pos,polarity
1990,permission,pos,pos,polarity
1990,hierarchy,pos,pos,polarity
1990,commit,neg,pos,polarity
1990,respect,pos,pos,polarity
1990,control,pos,pos,polarity
1990,duties,pos,pos,polarity
1990,comply,pos,pos,polarity
1990,respectful,pos,pos,polarity
1990,purity,pos,pos,polarity
1990,church,pos,pos,polarity
1990,chaste,pos,pos,polarity
1990,celibacy,pos,pos,polarity
1990,holiness,pos,pos,polarity
1990,chastity,pos,pos,polarity
1990,austerity,neg,pos,polarity
1990,maiden,pos,pos,polarity
1990,saint,pos,pos,polarity
1990,abstain,neg,pos,polarity
1990,sanctify,neg,pos,polarity
1990,virtuous,pos,pos,polarity
1990,virgins,pos,pos,polarity
1990,refined,pos,pos,polarity
1990,virgin,pos,pos,polarity
1990,clean,pos,pos,polarity
1990,innocent,neg,pos,polarity
1990,pure,pos,pos,polarity
1990,sacred,pos,pos,polarity
1990,modesty,pos,pos,polarity
1990,holy,pos,pos,polarity
1990,violence,neg,neg,polarity
1990,cruel,neg,neg,polarity
1990,destroy,neg,neg,polarity
1990,fight,neg,neg,polarity
1990,hurt,neg,neg,polarity
1990,kills,neg,neg,polarity
1990,battle,neg,neg,polarity
1990,crush,neg,neg,polarity
1990,suffer,neg,neg,polarity
1990,brutal,neg,neg,polarity
1990,impair,neg,neg,polarity
1990,injurious,neg,neg,polarity
1990,violent,neg,neg,polarity
1990,injure,neg,neg,polarity
1990,harm,neg,neg,polarity
1990,war,neg,neg,polarity
1990,kill,neg,neg,polarity
1990,wars,neg,neg,polarity
1990,killed,neg,neg,polarity
1990,endanger,neg,neg,polarity
1990,detrimental,neg,neg,polarity
1990,abuse,neg,neg,polarity
1990,attack,neg,neg,polarity
1990,wound,neg,neg,polarity
1990,detriment,pos,neg,polarity
1990,killing,neg,neg,polarity
1990,damage,neg,neg,polarity
1990,annihilate,neg,neg,polarity
1990,discriminate,neg,neg,polarity
1990,discrimination,neg,neg,polarity
1990,preference,pos,neg,polarity
1990,bias,neg,neg,polarity
1990,exclude,neg,neg,polarity
1990,unjust,neg,neg,polarity
1990,unfair,neg,neg,polarity
1990,exclusion,neg,neg,polarity
1990,injustice,neg,neg,polarity
1990,exclusive,pos,neg,polarity
1990,disproportion,neg,neg,polarity
1990,unequal,pos,neg,polarity
1990,enemy,neg,neg,polarity
1990,terror,neg,neg,polarity
1990,spy,neg,neg,polarity
1990,deception,neg,neg,polarity
1990,deceive,neg,neg,polarity
1990,individual,pos,neg,polarity
1990,foreign,pos,neg,polarity
1990,defy,neg,neg,polarity
1990,disobedient,pos,neg,polarity
1990,dissent,pos,neg,polarity
1990,seditious,neg,neg,polarity
1990,sedition,neg,neg,polarity
1990,protest,neg,neg,polarity
1990,lawless,neg,neg,polarity
1990,illegal,neg,neg,polarity
1990,obstruct,neg,neg,polarity
1990,oppose,neg,neg,polarity
1990,subvert,pos,neg,polarity
1990,defiance,pos,neg,polarity
1990,overthrow,neg,neg,polarity
1990,rebel,pos,neg,polarity
1990,refuse,pos,neg,polarity
1990,disobedience,neg,neg,polarity
1990,alienate,pos,neg,polarity
1990,riot,neg,neg,polarity
1990,whore,pos,neg,polarity
1990,sinful,neg,neg,polarity
1990,intemperate,neg,neg,polarity
1990,sick,neg,neg,polarity
1990,gross,pos,neg,polarity
1990,impiety,neg,neg,polarity
1990,unclean,pos,neg,polarity
1990,defile,neg,neg,polarity
1990,stain,neg,neg,polarity
1990,disease,neg,neg,polarity
1990,sins,neg,neg,polarity
1990,profligate,neg,neg,polarity
1990,sinner,neg,neg,polarity
1990,sin,neg,neg,polarity
1990,corruption,neg,neg,polarity
1990,impious,neg,neg,polarity
1990,dirt,neg,neg,polarity
1990,blemish,neg,neg,polarity
1990,promiscuous,neg,neg,polarity
1990,wanton,neg,neg,polarity
1990,sinned,neg,neg,polarity
1990,adultery,neg,neg,polarity
1990,repulse,neg,neg,polarity
1990,contagion,neg,neg,polarity
1990,pervert,neg,neg,polarity
1990,profane,neg,neg,polarity
1990,iniquity,neg,neg,polarity
1990,disgust,neg,neg,polarity
1990,prostitute,pos,neg,polarity
1990,filth,neg,neg,polarity
1980,defend,+care,+care,categorization
1980,defence,+care,+care,categorization
1980,protector,+care,+care,categorization
1980,shelter,+care,+care,categorization
1980,amity,+care,+care,categorization
1980,peace,-care,+care,categorization
1980,protection,+care,+care,categorization
1980,safe,+care,+care,categorization
1980,guard,-sanctity,+care,categorization
1980,protect,+care,+care,categorization
1980,benefit,-fairness,+care,categorization
1980,secure,+care,+care,categorization
1980,compassionate,+sanctity,+care,categorization
1980,shield,+care,+care,categorization
1980,care,+care,+care,categorization
1980,compassion,+care,+care,categorization
1980,sympathy,+care,+care,categorization
1980,defender,+care,+care,categorization
1980,justifiable,+fairness,+fairness,categorization
1980,equity,+fairness,+fairness,categorization
1980,justification,+fairness,+fairness,categorization
1980,constant,+fairness,+fairness,categorization
1980,indifference,-sanctity,+fairness,categorization
1980,fair,+fairness,+fairness,categorization
1980,impartial,+fairness,+fairness,categorization
1980,justness,-sanctity,+fairness,categorization
1980,justice,+fairness,+fairness,categorization
1980,fairly,+fairness,+fairness,categorization
1980,equal,+fairness,+fairness,categorization
1980,rights,-authority,+fairness,categorization
1980,reasonable,+fairness,+fairness,categorization
1980,justifies,+fairness,+fairness,categorization
1980,equivalent,+fairness,+fairness,categorization
1980,impartiality,+fairness,+fairness,categorization
1980,reciprocal,+fairness,+fairness,categorization
1980,balance,+fairness,+fairness,categorization
1980,group,+loyalty,+loyalty,categorization
1980,unison,+authority,+loyalty,categorization
1980,devote,+authority,+loyalty,categorization
1980,companion,+loyalty,+loyalty,categorization
1980,families,+loyalty,+loyalty,categorization
1980,together,+loyalty,+loyalty,categorization
1980,unite,+loyalty,+loyalty,categorization
1980,patriot,+loyalty,+loyalty,categorization
1980,community,+loyalty,+loyalty,categorization
1980,member,+loyalty,+loyalty,categorization
1980,ally,+care,+loyalty,categorization
1980,joint,+loyalty,+loyalty,categorization
1980,family,+loyalty,+loyalty,categorization
1980,nation,+loyalty,+loyalty,categorization
1980,fellow,+care,+loyalty,categorization
1980,collective,+loyalty,+loyalty,categorization
1980,reverence,+authority,+authority,categorization
1980,honor,+authority,+authority,categorization
1980,obedience,+authority,+authority,categorization
1980,law,+authority,+authority,categorization
1980,defer,+authority,+authority,categorization
1980,submit,+authority,+authority,categorization
1980,deference,+authority,+authority,categorization
1980,command,+authority,+authority,categorization
1980,tradition,+loyalty,+authority,categorization
1980,submission,+authority,+authority,categorization
1980,order,+authority,+authority,categorization
1980,lead,-care,+authority,categorization
1980,abide,+authority,+authority,categorization
1980,duty,+authority,+authority,categorization
1980,position,+authority,+authority,categorization
1980,obedient,+authority,+authority,categorization
1980,permit,+authority,+authority,categorization
1980,compliance,+authority,+authority,categorization
1980,leader,+loyalty,+authority,categorization
1980,supremacy,+authority,+authority,categorization
1980,father,+authority,+authority,categorization
1980,respects,+authority,+authority,categorization
1980,authority,+authority,+authority,categorization
1980,award,+authority,+authority,categorization
1980,mothers,+care,+authority,categorization
1980,class,+loyalty,+authority,categorization
1980,rank,+authority,+authority,categorization
1980,respected,+loyalty,+authority,categorization
1980,allegiance,+authority,+authority,categorization
1980,mother,+authority,+authority,categorization
1980,obey,+authority,+authority,categorization
1980,serve,+loyalty,+authority,categorization
1980,permission,+authority,+authority,categorization
1980,hierarchy,+authority,+authority,categorization
1980,commit,-care,+authority,categorization
1980,respect,+authority,+authority,categorization
1980,control,+loyalty,+authority,categorization
1980,duties,+authority,+authority,categorization
1980,comply,+authority,+authority,categorization
