Word,abs_diff
cavalry,0.04999999999999982
fore,0.04999999999999982
vacancy,0.04999999999999982
premises,0.04999999999999982
steaming,0.04999999999999982
changer,0.04999999999999982
khaki,0.04999999999999982
haul,0.04999999999999982
suggestive,0.04999999999999982
ringer,0.04999999999999982
bearer,0.04999999999999982
compact,0.04999999999999982
lingering,0.04999999999999982
investigator,0.04999999999999982
thistle,0.04999999999999982
narrow,0.04999999999999982
modicum,0.04999999999999982
sorority,0.04999999999999982
venison,0.04999999999999982
winger,0.04999999999999982
rod,0.04999999999999982
forefront,0.04999999999999982
factory,0.04999999999999982
bet,0.04999999999999982
rummage,0.04999999999999982
bin,0.04999999999999982
pane,0.04999999999999982
furlough,0.04999999999999982
blueprint,0.04999999999999982
revert,0.04999999999999982
syllable,0.04999999999999982
tireless,0.04999999999999982
dusky,0.04999999999999982
sidebar,0.04999999999999982
honk,0.04999999999999982
chemist,0.04999999999999982
institute,0.04999999999999982
landfall,0.04999999999999982
colonial,0.04999999999999982
hood,0.04999999999999982
mongoose,0.04999999999999982
momentary,0.04999999999999982
debate,0.04999999999999982
paste,0.04999999999999982
saddle,0.04999999999999982
copier,0.04999999999999982
ardent,0.04999999999999982
blackboard,0.04999999999999982
propeller,0.04999999999999982
starch,0.04999999999999982
kickoff,0.04999999999999982
proxy,0.04999999999999982
storage,0.04999999999999982
majority,0.04999999999999982
lend,0.04999999999999982
briar,0.04999999999999982
outdo,0.04999999999999982
schoolmaster,0.04999999999999982
routine,0.04999999999999982
breathless,0.04999999999999982
urban,0.04999999999999982
whammy,0.04999999999999982
bellboy,0.04999999999999982
endure,0.04999999999999982
magnesium,0.04999999999999982
soprano,0.04999999999999982
entry,0.04999999999999982
inclined,0.04999999999999982
executive,0.04999999999999982
arithmetic,0.04999999999999982
brink,0.04999999999999982
umpteen,0.04999999999999982
stitch,0.04999999999999982
weld,0.04999999999999982
substitution,0.04999999999999982
scratch,0.04999999999999982
impenetrable,0.04999999999999982
cache,0.04999999999999982
quarterly,0.04999999999999982
socialite,0.04999999999999982
vermouth,0.04999999999999982
transponder,0.04999999999999982
neurology,0.04999999999999982
crimp,0.04999999999999982
superiority,0.04999999999999982
moor,0.04999999999999982
trendy,0.04999999999999982
wheat,0.04999999999999982
schooner,0.04999999999999982
plump,0.04999999999999982
collar,0.04999999999999982
presidential,0.04999999999999982
catholic,0.04999999999999982
cathouse,0.04999999999999982
reprieve,0.04999999999999982
tin,0.04999999999999982
handgun,0.04999999999999982
airway,0.04999999999999982
nylong,0.04999999999999982
stenographer,0.04999999999999982
vet,0.04999999999999982
sublevel,0.04999999999999982
peripheral,0.04999999999999982
hub,0.04999999999999982
robotics,0.04999999999999982
empress,0.04999999999999982
anesthesiologist,0.04999999999999982
lacquer,0.04999999999999982
bony,0.04999999999999982
metric,0.04999999999999982
move,0.04999999999999982
yahoo,0.04999999999999982
metropolis,0.04999999999999982
headquarters,0.04999999999999982
journalism,0.04999999999999982
wring,0.04999999999999982
layout,0.04999999999999982
pheasant,0.04999999999999982
replicate,0.04999999999999982
pivot,0.04999999999999982
readout,0.04999999999999982
realty,0.04999999999999982
spokesperson,0.04999999999999982
barley,0.04999999999999982
recheck,0.04999999999999982
reciprocal,0.04999999999999982
hightail,0.04999999999999982
cite,0.04999999999999982
hierarchy,0.04999999999999982
steps,0.04999999999999982
chromosome,0.04999999999999982
fundamental,0.04999999999999982
theology,0.04999999999999982
thaw,0.04999999999999982
asteroid,0.04999999999999982
management,0.04999999999999982
untold,0.04999999999999982
squeak,0.04999999999999982
organ,0.04999999999999982
mantis,0.04999999999999982
sandpaper,0.04999999999999982
ox,0.04999999999999982
bonkers,0.04999999999999982
wormhole,0.04999999999999982
corrective,0.04999999999999982
transmitter,0.04999999999999982
shift,0.04999999999999982
untie,0.04999999999999982
inventory,0.04999999999999982
knockout,0.04999999999999982
eater,0.04999999999999982
tier,0.04999999999999982
edit,0.04999999999999982
oral,0.04999999999999982
alumnus,0.04999999999999982
steward,0.05999999999999961
detective,0.05999999999999961
chuck,0.05999999999999961
foregone,0.05999999999999961
mutant,0.05999999999999961
permanent,0.05999999999999961
adjoining,0.05999999999999961
innkeeper,0.05999999999999961
mud,0.05999999999999961
talon,0.05999999999999961
vitals,0.05999999999999961
dormitory,0.05999999999999961
tooth,0.05999999999999961
zip,0.05999999999999961
woodsman,0.05999999999999961
wrist,0.05999999999999961
wall,0.05999999999999961
carburetor,0.05999999999999961
price,0.05999999999999961
plainclothes,0.05999999999999961
fifteen,0.05999999999999961
pulp,0.05999999999999961
apologize,0.05999999999999961
unscrew,0.05999999999999961
hetero,0.05999999999999961
loom,0.05999999999999961
mow,0.05999999999999961
hypothetical,0.05999999999999961
outreach,0.05999999999999961
occurrence,0.05999999999999961
pang,0.05999999999999961
checker,0.05999999999999961
due,0.05999999999999961
gilded,0.05999999999999961
coil,0.05999999999999961
swordplay,0.05999999999999961
log,0.05999999999999961
installation,0.05999999999999961
spray,0.05999999999999961
scale,0.05999999999999961
industry,0.07000000000000028
chin,0.07000000000000028
shadow,0.07000000000000028
tool,0.07000000000000028
street,0.07000000000000028
cork,0.07000000000000028
retreat,0.08000000000000007
barrel,0.08000000000000007
ministry,0.08000000000000007
plain,0.08000000000000007
dark,0.08000000000000007
meek,0.08000000000000007
lieutenant,0.08999999999999986
woolen,0.08999999999999986
sanctum,0.08999999999999986
officer,0.08999999999999986
change,0.08999999999999986
eyeglasses,0.08999999999999986
knoll,0.08999999999999986
census,0.08999999999999986
deacon,0.08999999999999986
anchorage,0.08999999999999986
postage,0.08999999999999986
initiation,0.08999999999999986
bittersweet,0.08999999999999986
decipher,0.08999999999999986
scrimmage,0.08999999999999986
collaborator,0.08999999999999986
cauldron,0.08999999999999986
dose,0.08999999999999986
gap,0.08999999999999986
applicant,0.08999999999999986
steamer,0.08999999999999986
chancellor,0.08999999999999986
inverted,0.08999999999999986
substitute,0.08999999999999986
primordial,0.08999999999999986
crossbow,0.08999999999999986
unturned,0.08999999999999986
plow,0.08999999999999986
gravitational,0.08999999999999986
horseshoe,0.08999999999999986
humongous,0.08999999999999986
dispersal,0.08999999999999986
detect,0.08999999999999986
rippling,0.08999999999999986
shin,0.08999999999999986
genteel,0.08999999999999986
cosmetic,0.08999999999999986
inquiry,0.08999999999999986
multiplex,0.08999999999999986
correlation,0.08999999999999986
preacher,0.08999999999999986
prevailing,0.08999999999999986
tab,0.08999999999999986
weird,0.08999999999999986
font,0.08999999999999986
teensy,0.08999999999999986
past,0.08999999999999986
residual,0.08999999999999986
drift,0.08999999999999986
pledge,0.08999999999999986
carve,0.08999999999999986
fucking,0.08999999999999986
levee,0.08999999999999986
appraisal,0.08999999999999986
sift,0.08999999999999986
droll,0.08999999999999986
magna,0.08999999999999986
snowboard,0.08999999999999986
figure,0.08999999999999986
landing,0.08999999999999986
rebound,0.08999999999999986
review,0.08999999999999986
piping,0.08999999999999986
beard,0.08999999999999986
watchdog,0.08999999999999986
compare,0.08999999999999986
auctioneer,0.08999999999999986
grounding,0.08999999999999986
confer,0.08999999999999986
put,0.08999999999999986
payback,0.08999999999999986
hombre,0.08999999999999986
streetlight,0.09999999999999964
leverage,0.09999999999999964
questionnaire,0.09999999999999964
regulator,0.09999999999999964
seven,0.09999999999999964
hasten,0.09999999999999964
timber,0.09999999999999964
formality,0.09999999999999964
shave,0.09999999999999964
cheesy,0.09999999999999964
military,0.09999999999999964
mixer,0.09999999999999964
regatta,0.09999999999999964
reckoning,0.09999999999999964
slogan,0.09999999999999964
concourse,0.09999999999999964
flighty,0.09999999999999964
monk,0.09999999999999964
darkroom,0.09999999999999964
nylon,0.09999999999999964
triangulate,0.09999999999999964
potent,0.09999999999999964
shorthand,0.09999999999999964
spin,0.09999999999999964
ventricle,0.09999999999999964
module,0.09999999999999964
clause,0.09999999999999964
razor,0.09999999999999964
grits,0.09999999999999964
presentation,0.09999999999999964
coalition,0.09999999999999964
coleslaw,0.09999999999999964
grouping,0.09999999999999964
reiterate,0.09999999999999964
rapper,0.09999999999999964
wobble,0.09999999999999964
preserve,0.09999999999999964
spokesman,0.09999999999999964
shawl,0.09999999999999964
steering,0.09999999999999964
stockholder,0.09999999999999964
tidal wave,0.09999999999999964
soapbox,0.09999999999999964
notify,0.09999999999999964
kidney,0.09999999999999964
canon,0.09999999999999964
washroom,0.09999999999999964
factor,0.09999999999999964
photon,0.09999999999999964
joust,0.09999999999999964
barium,0.09999999999999964
bale,0.09999999999999964
essay,0.09999999999999964
timetable,0.09999999999999964
sole,0.09999999999999964
blurt,0.09999999999999964
example,0.09999999999999964
district,0.09999999999999964
reputed,0.09999999999999964
hide,0.09999999999999964
pacemaker,0.09999999999999964
herring,0.09999999999999964
brake,0.09999999999999964
kinesiology,0.09999999999999964
beak,0.09999999999999964
jumbo,0.09999999999999964
hunky,0.09999999999999964
waistline,0.09999999999999964
duffel,0.09999999999999964
hymen,0.09999999999999964
barroom,0.09999999999999964
dispatch,0.09999999999999964
grandstand,0.09999999999999964
jellyfish,0.09999999999999964
deviation,0.09999999999999964
iodine,0.09999999999999964
crest,0.09999999999999964
corporate,0.09999999999999964
plot,0.09999999999999964
menthol,0.09999999999999964
caper,0.09999999999999964
sandman,0.09999999999999964
albino,0.09999999999999964
envoy,0.09999999999999964
mechanism,0.09999999999999964
entourage,0.09999999999999964
beeper,0.09999999999999964
overlapping,0.09999999999999964
tolerable,0.09999999999999964
maritime,0.09999999999999964
warn,0.09999999999999964
parliament,0.09999999999999964
topside,0.09999999999999964
filler,0.09999999999999964
packer,0.09999999999999964
bicarbonate,0.09999999999999964
ballsy,0.09999999999999964
recapture,0.09999999999999964
therapy,0.09999999999999964
layman,0.09999999999999964
differ,0.09999999999999964
subcommittee,0.09999999999999964
firmament,0.09999999999999964
nitrous,0.09999999999999964
underdog,0.09999999999999964
mnemonic,0.09999999999999964
airtight,0.09999999999999964
role,0.09999999999999964
meteor,0.09999999999999964
behavioral,0.09999999999999964
bang,0.09999999999999964
hypnotist,0.09999999999999964
magnitude,0.09999999999999964
break,0.09999999999999964
beluga,0.09999999999999964
hut,0.09999999999999964
session,0.09999999999999964
disinfectant,0.09999999999999964
doghouse,0.09999999999999964
deflect,0.09999999999999964
aluminum,0.09999999999999964
nine,0.09999999999999964
gargle,0.09999999999999964
nominal,0.09999999999999964
designated,0.09999999999999964
deviate,0.09999999999999964
smartass,0.09999999999999964
corresponding,0.09999999999999964
onboard,0.09999999999999964
convey,0.09999999999999964
valve,0.09999999999999964
fighter,0.09999999999999964
strap,0.09999999999999964
ion,0.09999999999999964
contract,0.09999999999999964
novice,0.09999999999999964
poignant,0.09999999999999964
scepter,0.09999999999999964
rugged,0.09999999999999964
cabinet,0.09999999999999964
standpoint,0.09999999999999964
referee,0.09999999999999964
hardball,0.09999999999999964
bundle,0.09999999999999964
reduce,0.09999999999999964
mauve,0.09999999999999964
waitress,0.09999999999999964
bonny,0.09999999999999964
lube,0.09999999999999964
graphic,0.09999999999999964
groin,0.09999999999999964
rail,0.09999999999999964
receiver,0.09999999999999964
salty,0.09999999999999964
collarbone,0.09999999999999964
whitefish,0.09999999999999964
insert,0.09999999999999964
regimental,0.09999999999999964
closet,0.09999999999999964
authenticate,0.09999999999999964
clientele,0.09999999999999964
clipping,0.09999999999999964
teen,0.09999999999999964
stem,0.09999999999999964
tiny,0.09999999999999964
mammy,0.09999999999999964
cashier,0.09999999999999964
humpback,0.09999999999999964
selection,0.09999999999999964
ballpoint,0.09999999999999964
chalet,0.09999999999999964
chap,0.09999999999999964
chaperon,0.09999999999999964
chaplain,0.09999999999999964
requirement,0.09999999999999964
statistical,0.09999999999999964
forthcoming,0.09999999999999964
attest,0.09999999999999964
sniff,0.09999999999999964
usage,0.09999999999999964
negotiator,0.09999999999999964
navigational,0.09999999999999964
crock,0.09999999999999964
silicon,0.09999999999999964
leotard,0.09999999999999964
shoulder,0.09999999999999964
jumpsuit,0.09999999999999964
gradual,0.09999999999999964
economic,0.09999999999999964
conference,0.09999999999999964
fatherland,0.09999999999999964
faun,0.09999999999999964
cope,0.09999999999999964
paraffin,0.09999999999999964
condone,0.09999999999999964
acute,0.09999999999999964
outline,0.09999999999999964
modify,0.09999999999999964
protocol,0.09999999999999964
evaluate,0.09999999999999964
evident,0.09999999999999964
tentative,0.09999999999999964
electromagnetic,0.09999999999999964
conqueror,0.09999999999999964
surname,0.09999999999999964
consort,0.09999999999999964
rudder,0.11000000000000032
thirteen,0.11000000000000032
square,0.11000000000000032
sow,0.11000000000000032
supply,0.11000000000000032
convert,0.11000000000000032
abracadabra,0.11000000000000032
ladle,0.11000000000000032
hyper,0.11000000000000032
squawk,0.11000000000000032
inhabitant,0.11000000000000032
taillight,0.11000000000000032
kicker,0.11000000000000032
range,0.11000000000000032
bonnet,0.11000000000000032
payphone,0.11000000000000032
patch,0.11000000000000032
entitle,0.11000000000000032
resuscitation,0.11000000000000032
fryer,0.11000000000000032
ferret,0.11000000000000032
trick,0.11000000000000032
anterior,0.11000000000000032
average,0.11000000000000032
turnpike,0.11000000000000032
inclination,0.11000000000000032
beseech,0.11000000000000032
upright,0.11000000000000032
premonition,0.11000000000000032
inbound,0.11000000000000032
metabolic,0.11000000000000032
commentator,0.11000000000000032
jogger,0.11000000000000032
urge,0.11000000000000032
obtain,0.11000000000000032
kinetic,0.11000000000000032
tendon,0.11000000000000032
flagpole,0.11000000000000032
furnace,0.11000000000000032
inner,0.11000000000000032
predecessor,0.11000000000000032
beep,0.11000000000000032
zipper,0.11000000000000032
brow,0.11000000000000032
toner,0.11000000000000032
cactus,0.11000000000000032
disinfect,0.11000000000000032
homosexuality,0.11000000000000032
newspaper,0.11000000000000032
resume,0.11000000000000032
grappling,0.11000000000000032
skijump,0.11000000000000032
sediment,0.11000000000000032
comparison,0.11000000000000032
measurement,0.11000000000000032
den,0.11000000000000032
fender,0.11000000000000032
savant,0.11000000000000032
tubing,0.11000000000000032
reinstate,0.11000000000000032
vein,0.11000000000000032
reins,0.11000000000000032
rendition,0.11000000000000032
mathematics,0.11000000000000032
erase,0.11000000000000032
headmaster,0.11000000000000032
chimney,0.11000000000000032
fleshy,0.11000000000000032
childish,0.11000000000000032
gelding,0.11000000000000032
centerfold,0.11000000000000032
difference,0.11000000000000032
banker,0.11000000000000032
uncover,0.11000000000000032
repair,0.11000000000000032
chemical,0.11000000000000032
municipal,0.11000000000000032
blaster,0.11000000000000032
motley,0.11000000000000032
sedative,0.11000000000000032
catchphrase,0.11000000000000032
trajectory,0.11000000000000032
status,0.11000000000000032
herald,0.11000000000000032
recount,0.11000000000000032
intricate,0.11000000000000032
faction,0.11000000000000032
methodical,0.11000000000000032
microphone,0.11000000000000032
sack,0.11000000000000032
audacious,0.11000000000000032
stagecoach,0.11000000000000032
excavation,0.11000000000000032
cracker,0.11000000000000032
emotional,0.11000000000000032
peroxide,0.11000000000000032
programming,0.11000000000000032
contraption,0.11000000000000032
paraphernalia,0.11000000000000032
raven,0.11000000000000032
trimester,0.11000000000000032
widespread,0.11000000000000032
summarize,0.11000000000000032
doctrine,0.11000000000000032
tuck,0.11000000000000032
publicity,0.11000000000000032
barber,0.11000000000000032
composite,0.11000000000000032
whelp,0.11000000000000032
conditioning,0.11000000000000032
sitter,0.11000000000000032
compel,0.11000000000000032
roam,0.11000000000000032
daredevil,0.11000000000000032
scour,0.11000000000000032
stud,0.11000000000000032
sovereignty,0.11000000000000032
cloudy,0.11000000000000032
navel,0.11000000000000032
avenging,0.11000000000000032
minibus,0.11000000000000032
vassal,0.11000000000000032
accountability,0.11000000000000032
bulk,0.11000000000000032
fraternity,0.11000000000000032
quart,0.11000000000000032
toothpick,0.11000000000000032
broadcast,0.11000000000000032
varnish,0.11000000000000032
concept,0.11000000000000032
lightheaded,0.11000000000000032
singular,0.11000000000000032
foreman,0.11000000000000032
radiology,0.11000000000000032
calculate,0.11000000000000032
forecast,0.11000000000000032
forego,0.11000000000000032
peddle,0.11000000000000032
aspect,0.11000000000000032
emulate,0.11000000000000032
posture,0.11000000000000032
textile,0.11000000000000032
roving,0.11000000000000032
newscaster,0.11000000000000032
mouthful,0.1200000000000001
spot,0.1200000000000001
kilt,0.1200000000000001
dorky,0.1200000000000001
bus,0.1200000000000001
footing,0.1299999999999999
reload,0.1299999999999999
inflated,0.1299999999999999
wisp,0.1299999999999999
sentence,0.1299999999999999
obey,0.1299999999999999
enable,0.1299999999999999
carpentry,0.1299999999999999
tracker,0.1299999999999999
underlying,0.1299999999999999
janitorial,0.1299999999999999
playoff,0.13999999999999968
investment,0.13999999999999968
stimulation,0.13999999999999968
lid,0.13999999999999968
silent,0.13999999999999968
propriety,0.13999999999999968
intern,0.13999999999999968
stormy,0.13999999999999968
stethoscope,0.13999999999999968
transcendent,0.13999999999999968
province,0.13999999999999968
lettering,0.13999999999999968
innate,0.13999999999999968
crewman,0.13999999999999968
procreation,0.13999999999999968
assemble,0.13999999999999968
publishing,0.13999999999999968
locator,0.13999999999999968
deduction,0.13999999999999968
infrastructure,0.13999999999999968
hedge,0.13999999999999968
tray,0.13999999999999968
ascending,0.13999999999999968
headquarter,0.13999999999999968
crumb,0.13999999999999968
upkeep,0.13999999999999968
possession,0.13999999999999968
valet,0.13999999999999968
meticulous,0.13999999999999968
procession,0.13999999999999968
inning,0.13999999999999968
misty,0.13999999999999968
fuchsia,0.13999999999999968
ironclad,0.13999999999999968
atoll,0.13999999999999968
permission,0.13999999999999968
dual,0.13999999999999968
erupt,0.13999999999999968
doorstep,0.13999999999999968
schoolteacher,0.13999999999999968
oval,0.13999999999999968
palette,0.13999999999999968
bees,0.13999999999999968
broad,0.13999999999999968
encryption,0.13999999999999968
enzyme,0.13999999999999968
measure,0.13999999999999968
southbound,0.13999999999999968
squeal,0.13999999999999968
blimp,0.13999999999999968
ultrasound,0.13999999999999968
plating,0.13999999999999968
spatula,0.13999999999999968
padded,0.13999999999999968
wingman,0.13999999999999968
blog,0.13999999999999968
grip,0.13999999999999968
checkmate,0.13999999999999968
crazy,0.13999999999999968
cause,0.13999999999999968
stair,0.13999999999999968
hickey,0.13999999999999968
sorcery,0.13999999999999968
floor,0.13999999999999968
cannonball,0.13999999999999968
masked,0.13999999999999968
battalion,0.13999999999999968
laboratory,0.13999999999999968
agency,0.13999999999999968
manned,0.13999999999999968
capacity,0.13999999999999968
pad,0.13999999999999968
checkbook,0.13999999999999968
goulash,0.13999999999999968
torrent,0.13999999999999968
shaft,0.13999999999999968
limey,0.13999999999999968
obsessed,0.13999999999999968
tawny,0.13999999999999968
stockroom,0.13999999999999968
